card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
item.musketeer_pants.12443								Legs					
item.musketeer_tabard.12441								Body					
item.mycil_fish_4.20864													
item.myre_snelm.3327								Head					
item.mysterious_herb.22402													
item.mysterious_orb.21261													
item.mystic_air_staff.1405	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_boots.4097	20 Defence, 40 Magic							Feet					
item.mystic_boots_dark.4107	20 Defence, 40 Magic							Feet					
item.mystic_boots_dusk.23059	20 Defence, 40 Magic							Feet					
item.mystic_boots_light.4117	20 Defence, 40 Magic							Feet					
item.mystic_dust_staff.20739	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_earth_staff.1407	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_fire_staff.1401	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_gloves.4095	20 Defence, 40 Magic							Hands					
item.mystic_gloves_dark.4105	20 Defence, 40 Magic							Hands					
item.mystic_gloves_dusk.23056	20 Defence, 40 Magic							Hands					
item.mystic_gloves_light.4115	20 Defence, 40 Magic							Hands					
item.mystic_hat.4089	20 Defence, 40 Magic							Head					
item.mystic_hat_dark.4099	20 Defence, 40 Magic							Head					
item.mystic_hat_dusk.23047	20 Defence, 40 Magic							Head					
item.mystic_hat_light.4109	20 Defence, 40 Magic							Head					
item.mystic_jewel.5561													
item.mystic_lava_staff.3054	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_mist_staff.20733	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_mud_staff.6563	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_robe_bottom.4093	20 Defence, 40 Magic							Legs					
item.mystic_robe_bottom_dark.4103	20 Defence, 40 Magic							Legs					
item.mystic_robe_bottom_dusk.23053	20 Defence, 40 Magic							Legs					
item.mystic_robe_bottom_light.4113	20 Defence, 40 Magic							Legs					
item.mystic_robe_top.4091	20 Defence, 40 Magic							Body					
item.mystic_robe_top_dark.4101	20 Defence, 40 Magic							Body					
item.mystic_robe_top_dusk.23050	20 Defence, 40 Magic							Body					
item.mystic_robe_top_light.4111	20 Defence, 40 Magic							Body					
item.mystic_set_blue.23113													
item.mystic_set_dark.23116													
item.mystic_set_dusk.23119													
item.mystic_set_light.23110													
item.mystic_smoke_staff.12000	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_steam_staff.11789	40 Attack, 40 Magic							Weapon	Staff	5			
item.mystic_water_staff.1403	40 Attack, 40 Magic							Weapon	Staff	5			
item.mythical_cape.21913								Cape					
item.mythical_max_cape.24855	99 Attack, 99 Strength, 99 Defence, 99 Ranged, 99 Magic, 99 Prayer, 99 Hitpoints, 99 Runecraft, 99 Construction, 99 Agility, 99 Herblore, 99 Thieving, 99 Crafting, 99 Fletching, 99 Slayer, 99 Hunter, 99 Mining, 99 Smithing, 99 Fishing, 99 Cooking, 99 Firemaking, 99 Woodcutting, 99 Farming							Cape					
item.mythical_max_hood.24857	99 Attack, 99 Strength, 99 Defence, 99 Ranged, 99 Magic, 99 Prayer, 99 Hitpoints, 99 Runecraft, 99 Construction, 99 Agility, 99 Herblore, 99 Thieving, 99 Crafting, 99 Fletching, 99 Slayer, 99 Hunter, 99 Mining, 99 Smithing, 99 Fishing, 99 Cooking, 99 Firemaking, 99 Woodcutting, 99 Farming							Head					
item.nail_beast_nails.10937													
item.nardah_teleport.12402													
item.nasturtium_seed.5098													
item.nasturtiums.6012													
item.nature_impling_jar.11250													
item.nature_offerings.28152													
item.nature_talisman.1462													
item.nature_tiara.5541								Head					
item.navy_cavalier.12325								Head					
item.necklace_mould.1597													
item.necklace_of_anguish.19547	75 Hitpoints							Neck					
item.necklace_of_faith.21157								Neck					
item.necklace_of_passage_5.21146								Neck					
item.needle.1733													
item.neitiznot_faceguard.24271	70 Defence							Head					
item.neitiznot_shield.10826	30 Defence							Shield					
item.nettle_tea.4239													
item.nettle_water.4237													
item.new_crystal_bow.4212	70 Ranged, 50 Agility							2H	Bow	5			
item.new_crystal_bow_i.11748	70 Ranged, 50 Agility							2H	Bow	5			
item.new_crystal_halberd_full.13091	75 Attack, 35 Strength, 50 Agility							2H	Polearm	7			
item.new_crystal_halberd_full_i.13080	75 Attack, 35 Strength, 50 Agility							2H	Polearm	7			
item.new_crystal_shield.4224	70 Defence, 50 Agility							Shield					
item.new_crystal_shield_i.11759	70 Defence, 50 Agility							Shield					
item.nice_hedge.8204													
item.nightmare_staff.24422	65 Magic, 50 Hitpoints							Weapon	Staff	5			
item.nightshade.27790													
item.nihil_dust.26368													
item.nihil_horn.26372													
item.nihil_shard.26231													
item.ninja_impling_jar.11254													
item.noose_wand.10150								Weapon	Spear	4			
item.nose_peg.4168	60 Slayer							Head					
item.noxifer_seed.20903													
item.noxious_halberd.29796								2H	Polearm	5			
item.numulite.21555													
item.nunchaku.19918								2H	Blunt	5			
item.nurse_hat.6548								Head					
item.oak_armchair.8313													
item.oak_armour_case.9826													
item.oak_bed.8032													
item.oak_bench.8109													
item.oak_bird_house.21515													
item.oak_blackjack.4599								Weapon	Blunt	4			
item.oak_blackjack_d.6410								Weapon	Blunt	4			
item.oak_blackjack_o.6408								Weapon	Blunt	4			
item.oak_bookcase.8320													
item.oak_cape_rack.9817													
item.oak_chair.8312													
item.oak_clock.8052													
item.oak_dining_table.8116													
item.oak_drawers.8039													
item.oak_dresser.8047													
item.oak_fancy_dress_box.9865													
item.oak_kitchen_table.8247													
item.oak_leaves.6022													
item.oak_logs.1521													
item.oak_longbow_u.56													
item.oak_magic_wardrobe.9852													
item.oak_plank.8778													
item.oak_pyre_logs.3440													
item.oak_roots.6043													
item.oak_sapling.5370													
item.oak_seedling.5358													
item.oak_seedling_w.5364													
item.oak_shaving_stand.8046													
item.oak_shield.22251	10 Defence							Shield					
item.oak_shortbow_u.54													
item.oak_stock.9442													
item.oak_toy_box.9836													
item.oak_treasure_chest.9839													
item.oak_wardrobe.8040													
item.obsidian_armour_set.21279													
item.obsidian_cape.6568								Cape					
item.obsidian_cape_r.20050								Cape					
item.obsidian_helmet.21298	60 Defence							Head					
item.obsidian_platebody.21301	60 Defence							Body					
item.obsidian_platelegs.21304	60 Defence							Legs					
item.occult_necklace.12002	70 Magic / 75 Magic							Neck					
item.occult_ornament_kit.20065													
item.ochre_snelm.3331								Head					
item.odd_batta.2245													
item.odd_bird_seed.10178													
item.odd_cocktail.2094													
item.odd_crunchies.2197													
item.odd_gnomebowl.2173													
item.odd_spectacles.26963								Head					
item.odium_shard_1.11928													
item.odium_shard_2.11929													
item.odium_shard_3.11930													
item.odium_ward.11926	60 Defence							Shield					
item.ogre_arrow.2866	30 Ranged							Ammo					
item.ogre_arrow_shaft.2864													
item.ogre_bow.2883	30 Ranged							2H	Bow	8			
item.ogre_coffin_key.4850													
item.oil_lamp.4522													
item.oil_lantern.4537													
item.oil_lantern_frame.4540													
item.oily_fishing_rod.1585													
item.oily_pearl_fishing_rod.23122								Weapon	Unarmed	4			
item.old_demon_mask.20029								Head					
item.old_school_bond.13190													
item.old_wool.27494													
item.olive_oil_4.3422													
item.one_barrel.8860													
item.onion.1957													
item.onion_seed.5319													
item.onion_tomato.1875													
item.onions_10.5458													
item.onyx.6573													
item.onyx_amulet.6581								Neck					
item.onyx_amulet_u.6579													
item.onyx_bolt_tips.9194													
item.onyx_bolts.9342	61 Ranged							Ammo					
item.onyx_bolts_e.9245	61 Ranged							Ammo					
item.onyx_bracelet.11130								Hands					
item.onyx_dragon_bolts.21973	64 Ranged							Ammo					
item.onyx_dragon_bolts_e.21950	64 Ranged							Ammo					
item.onyx_necklace.6577								Neck					
item.onyx_ring.6575								Ring					
item.opal.1609													
item.opal_amulet.21108								Neck					
item.opal_amulet_u.21099													
item.opal_bolt_tips.45													
item.opal_bolts.879	1 Ranged							Ammo					
item.opal_bolts_e.9236	1 Ranged							Ammo					
item.opal_bracelet.21117								Hands					
item.opal_dragon_bolts.21955	64 Ranged							Ammo					
item.opal_dragon_bolts_e.21932	64 Ranged							Ammo					
item.opal_machete.6313								Weapon	Slash Sword	4			
item.opal_necklace.21090								Neck					
item.opal_ring.21081								Ring					
item.open_black_coffin.25471								Cape					
item.open_bronze_coffin.25469								Cape					
item.open_coal_bag.24480													
item.open_fish_barrel.25584													
item.open_fish_sack_barrel.25587								Cape					
item.open_forestry_basket.28145								Cape					
item.open_gem_bag.24481													
item.open_gold_coffin.25473								Cape					
item.open_herb_box.11739													
item.open_herb_sack.24478													
item.open_log_basket.28142								Cape					
item.open_reagent_pouch.29998													
item.open_seed_box.24482													
item.open_silver_coffin.25472								Cape					
item.open_steel_coffin.25470								Cape					
item.opulent_table.8121													
item.orange.2108													
item.orange_boater.7321								Head					
item.orange_candy.24987													
item.orange_cape.1031								Cape					
item.orange_chunks.2110													
item.orange_dye.1769													
item.orange_feather.10091													
item.orange_flowers.2470								Weapon	Blunt	4			
item.orange_goblin_mail.286													
item.orange_salamander.10146	50 Attack, 50 Ranged, 50 Magic							2H	Salamander	5			
item.orange_sapling.5498													
item.orange_seedling.5482													
item.orange_seedling_w.5490													
item.orange_slices.2112													
item.orange_tree_seed.5285													
item.oranges_1.5388													
item.orchid_seed.6458													
item.ornate_boots.23093								Feet					
item.ornate_cape.23099								Cape					
item.ornate_gloves.23091								Hands					
item.ornate_helm.23101								Head					
item.ornate_legs.23095								Legs					
item.ornate_maul_handle.24229													
item.ornate_top.23097								Body					
item.osman_s_report.26602													
item.osmumten_s_fang.26219								Weapon	Stab Sword	5			
item.ourania_teleport.24951													
item.ourg_bonemeal.4855													
item.ourg_bones.4834													
item.oyster.407													
item.oyster_pearl.411													
item.oyster_pearls.413													
item.paddewwa_teleport.12781													
item.palm_sapling.5502													
item.palm_seedling.5486													
item.palm_seedling_w.5494													
item.palm_tree_seed.5289													
item.pantaloons.10396								Legs					
item.papaya_fruit.5972													
item.papaya_sapling.5501													
item.papaya_seedling.5485													
item.papaya_seedling_w.5493													
item.papaya_tree_seed.5288													
item.papyrus.970													
item.pastry_dough.1953													
item.pasty_jogre_bones.3128													
item.pat_of_butter.6697													
item.peaceful_blessing.20226								Ammo					
item.peach.6883													
item.pearl_barbarian_rod.22842								Weapon	Unarmed	4			
item.pearl_bolt_tips.46													
item.pearl_bolts.880	1 Ranged							Ammo					
item.pearl_bolts_e.9238	1 Ranged							Ammo					
item.pearl_dragon_bolts.21959	64 Ranged							Ammo					
item.pearl_dragon_bolts_e.21936	64 Ranged							Ammo					
item.pearl_fishing_rod.22846								Weapon	Unarmed	4			
item.pearl_fly_fishing_rod.22844								Weapon	Unarmed	4			
item.pegasian_boots.13237	75 Defence, 75 Ranged							Feet					
item.pegasian_crystal.13229													
item.penance_gloves.10553	40 Defence							Hands					
item.penance_skirt.10555	40 Defence, 60 Ranged							Legs					
item.pendant_of_ates.29893								Neck					
item.pendant_of_ates_inert.29892								Neck					
item.pendant_of_lucien.86								Neck					
item.penguin_bongos.10592													
item.penguin_mask.12428								Head					
item.perfect_gold_bar.2365													
item.perfect_gold_ore.446													
item.perfect_necklace.774								Neck					
item.perfect_ring.773								Ring					
item.perfected_quetzal_whistle_blueprint.29256													
item.pest_control_teleport.12407													
item.pestle_and_mortar.233													
item.pet_kraken.12655													
item.pet_rock.3695								2H	Unarmed	4			
item.petal_garland.28655								Neck					
item.pharaoh_s_sceptre.9044								Weapon	Polestaff	5			
item.phasmatys_flag.8971								Weapon	Banner	4			
item.pheasant_boots.28618								Feet					
item.pheasant_cape.28616								Cape					
item.pheasant_hat.28620								Head					
item.pheasant_legs.28622								Legs					
item.pheasant_tail_feathers.28624													
item.phluxia_bat_3.20877													
item.phoenix_crossbow.767	1 Ranged							Weapon	Crossbow	6			
item.phoenix_feather.4621													
item.phoenix_necklace.11090								Neck					
item.phrin_remains.3398													
item.pickaxe_handle.466													
item.pie_dish.2313													
item.pie_recipe_book.7162													
item.pie_shell.2315													
item.pile_of_salt.4689													
item.pineapple.2114													
item.pineapple_chunks.2116													
item.pineapple_pizza.2301													
item.pineapple_punch.2048													
item.pineapple_ring.2118													
item.pineapple_sapling.5500													
item.pineapple_seed.5287													
item.pineapple_seedling.5484													
item.pineapple_seedling_w.5492													
item.pink_boater.12309								Head					
item.pink_boots.626								Feet					
item.pink_candy.24988													
item.pink_cape.6959								Cape					
item.pink_elegant_blouse.12339								Body					
item.pink_elegant_legs.12317								Legs					
item.pink_elegant_shirt.12315								Body					
item.pink_elegant_skirt.12341								Legs					
item.pink_goblin_mail.9059													
item.pink_hat.656								Head					
item.pink_headband.12305								Head					
item.pink_robe_bottoms.646								Legs					
item.pink_robe_top.636								Body					
item.pink_rose_seed.6455													
item.pink_skirt.1013								Legs					
item.pirate_bandana.7112								Head					
item.pirate_boots.7114								Feet					
item.pirate_hat.8950								Head					
item.pirate_hat_patch.12412								Head					
item.pirate_leggings.7116								Legs					
item.pirate_s_hat.2651								Head					
item.pirate_s_hook.2997								Hands					
item.piscarilius_banner.20260								Weapon	Polestaff	5			
item.piscarilius_hood.20122								Head					
item.piscarilius_scarf.19952								Neck					
item.piscatoris_teleport.12408													
item.pith_helmet.12516								Head					
item.pitta_bread.1865													
item.pizza_base.2283													
item.plague_jacket.284								Body					
item.plague_trousers.285								Legs					
item.plain_of_mud_sphere.26577													
item.plain_pizza.2289													
item.plain_satchel.10877								Shield					
item.plank.960													
item.plank_sack.24882													
item.plant_cure.6036													
item.pointed_blood_n_tar_snelm.3339								Head					
item.pointed_bruise_blue_snelm.3343								Head					
item.pointed_myre_snelm.3337								Head					
item.pointed_ochre_snelm.3341								Head					
item.poison.273													
item.poison_chalice.197													
item.poison_ivy_berries.6018													
item.poison_ivy_seed.5106													
item.poison_karambwan.3146													
item.poisoned_cheese.6768													
item.polar_camo_legs.10067								Legs					
item.polar_camo_top.10065								Body					
item.polar_kebbit_fur.10117													
item.polished_buttons.10496													
item.pollnivneach_teleport.11743													
item.portable_waystone.26549								Neck					
item.pot_lid.4440													
item.pot_of_cornflour.7468													
item.pot_of_cream.2130													
item.pot_of_tea_4.7692													
item.pot_of_vinegar.7811													
item.potato.1942													
item.potato_cactus.3138													
item.potato_cactus_seed.22873													
item.potato_seed.5318													
item.potato_with_butter.6703													
item.potato_with_cheese.6705													
item.potatoes_10.5438													
item.pottery_scarab.9032													
item.pottery_statuette.9036													
item.prael_bat_1.20873													
item.prayer_cape.9759	99 Prayer							Cape					
item.prayer_hood.9761	99 Prayer							Head					
item.pre_nature_amulet.6041								Neck					
item.premade_blurb_sp.2028													
item.premade_c_t_batta.2223													
item.premade_ch_crunch.2239													
item.premade_choc_bomb.2229													
item.premade_choc_s_dy.2030													
item.premade_dr_dragon.2032													
item.premade_fr_blast.2034													
item.premade_fr_t_batta.2225													
item.premade_p_punch.2036													
item.premade_s_y_crunch.2241													
item.premade_sgg.2038													
item.premade_t_d_batta.2221													
item.premade_t_d_crunch.2243													
item.premade_ttl.2231													
item.premade_veg_ball.2235													
item.premade_veg_batta.2227													
item.premade_w_m_batta.2219													
item.premade_w_m_crun.2237													
item.premade_wiz_blz_d.2040													
item.premade_worm_hole.2233													
item.prescription_goggles.29974								Head					
item.priest_gown.426								Body, Legs					
item.prifddinas_teleport.23771													
item.primed_bar.9727													
item.primed_mind_bar.9728													
item.primordial_boots.13239	75 Strength, 75 Defence							Feet					
item.primordial_crystal.13231													
item.princely_monkey.24867								Cape					
item.principum_red.29950													
item.proboscis.6319													
item.progress_hat.6885								Head					
item.proselyte_cuisse.9676	30 Defence, 20 Prayer							Legs					
item.proselyte_harness_f.9670													
item.proselyte_harness_m.9666													
item.proselyte_hauberk.9674	30 Defence, 20 Prayer							Body					
item.proselyte_sallet.9672	30 Defence, 20 Prayer							Head					
item.proselyte_tasset.9678	30 Defence, 20 Prayer							Legs					
item.prospector_boots.12016								Feet					
item.prospector_helmet.12013								Head					
item.prospector_jacket.12014								Body					
item.prospector_legs.12015								Legs					
item.psykk_bat_6.20883													
item.pure_essence.7936													
item.purging_staff.29594								Weapon	Staff	5			
item.purple_boater.12311								Head					
item.purple_boots.2934								Feet					
item.purple_candy.24983													
item.purple_cape.1029								Cape					
item.purple_dye.1773													
item.purple_elegant_blouse.10436								Body					
item.purple_elegant_legs.10418								Legs					
item.purple_elegant_shirt.10416								Body					
item.purple_elegant_skirt.10438								Legs					
item.purple_firelighter.10326													
item.purple_flowers.2468								Weapon	Blunt	4			
item.purple_gloves.2942								Hands					
item.purple_goblin_mail.9058													
item.purple_hat.2940								Head					
item.purple_logs.10329													
item.purple_naval_shirt.8957								Body					
item.purple_navy_slacks.8996								Legs					
item.purple_robe_bottoms.2938								Legs					
item.purple_robe_top.2936								Body					
item.purple_slayer_helmet.21264	10 Defence							Head					
item.purple_slayer_helmet_i.21266	10 Defence							Head					
item.purple_sweets.4561													
item.purple_tricorn_hat.8964								Head					
item.pyre_logs.3438													
item.pyromancer_boots.20710								Feet					
item.pyromancer_garb.20704								Body					
item.pyromancer_hood.20708								Head					
item.pyromancer_robe.20706								Legs					
item.pyrophosphite.21545													
item.pysk_fish_0.20856													
item.quality_violet_tulip_seed.27041													
item.queen_s_secateurs.7410													
item.quest_point_cape.9813								Cape					
item.quest_point_hood.9814								Head					
item.quetzal_feed.28975													
item.rabbit_bone.7896													
item.rabbit_foot.10134													
item.rabbit_mould.11024													
item.rabbit_snare.10031													
item.rada_s_blessing_1.22941								Ammo					
item.rada_s_blessing_2.22943								Ammo					
item.rada_s_blessing_3.22945								Ammo					
item.rada_s_blessing_4.22947								Ammo					
item.rain_bow.23357								2H	Bow	4			
item.rainbow_fish.10136													
item.rake.5341													
item.rake_handle.5347													
item.rake_head.5348													
item.ram_mask.29929								Head					
item.ram_skull_helm.7917	30 Defence							Head					
item.ranarr_potion_unf.99													
item.ranarr_seed.5295													
item.ranarr_weed.257													
item.ranger_boots.2577	1 Defence, 40 Ranged							Feet					
item.ranger_gloves.19994	40 Ranged							Hands					
item.ranger_hat.10550	45 Defence							Head					
item.rangers_tights.23249	40 Ranged							Legs					
item.rangers_tunic.12596	40 Ranged							Body					
item.ranging_cape.9756	99 Ranged							Cape					
item.ranging_hood.9758	99 Ranged							Head					
item.rapier.7142	40 Attack							Weapon	Stab Sword	4			
item.rare_enriched_bone.21553													
item.rat_bone.7836													
item.rat_pole.6773								2H	Blunt	5			
item.rations.28422													
item.raurg_bonemeal.4854													
item.raurg_bones.4832													
item.raw_admiral_pie.7196													
item.raw_anglerfish.13439													
item.raw_barb_tailed_kebbit.29101													
item.raw_bass.363													
item.raw_batta.2250													
item.raw_bear_meat.2136													
item.raw_beast_meat.9986													
item.raw_bird_meat.9978													
item.raw_boar_meat.25833													
item.raw_brawk_fish_3.20861													
item.raw_bream.29216													
item.raw_catfish.25670													
item.raw_cave_eel.5001													
item.raw_cavefish.25658													
item.raw_chompy.2876													
item.raw_cod.341													
item.raw_crunchies.2202													
item.raw_dark_crab.11934													
item.raw_dashing_kebbit.29107													
item.raw_fish_pie.7186													
item.raw_fishcake.7529													
item.raw_fishlike_thing.6200													
item.raw_garden_pie.7176													
item.raw_giant_carp.338													
item.raw_giral_bat_2.20874													
item.raw_gnomebowl.2178													
item.raw_graahk.29119													
item.raw_guanic_bat_0.20870													
item.raw_guide_cake.7543													
item.raw_guppy.25652													
item.raw_harpoonfish.25564													
item.raw_jubbly.7566													
item.raw_karambwan.3142													
item.raw_karambwanji.3150													
item.raw_kryket_bat_4.20878													
item.raw_kyatt.29125													
item.raw_kyren_fish_6.20867													
item.raw_larupia.29122													
item.raw_lava_eel.2148													
item.raw_leckish_fish_2.20859													
item.raw_mackerel.353													
item.raw_manta_ray.389													
item.raw_monkfish.7944													
item.raw_moonlight_antelope.29113													
item.raw_moss_lizard.29076													
item.raw_mud_pie.7168													
item.raw_murng_bat_5.20880													
item.raw_mycil_fish_4.20863													
item.raw_mystery_meat.24782													
item.raw_oomlie.2337													
item.raw_pheasant.6178													
item.raw_phluxia_bat_3.20876													
item.raw_prael_bat_1.20872													
item.raw_psykk_bat_6.20882													
item.raw_pyre_fox.29110													
item.raw_pysk_fish_0.20855													
item.raw_rabbit.3226													
item.raw_rainbow_fish.10138													
item.raw_rat_meat.2134													
item.raw_roqed_fish_5.20865													
item.raw_sea_turtle.395													
item.raw_shark.383													
item.raw_slimy_eel.3379													
item.raw_stuffed_snake.7577													
item.raw_summer_pie.7216													
item.raw_sunlight_antelope.29116													
item.raw_suphi_fish_1.20857													
item.raw_swamp_paste.1940													
item.raw_tetra.25664													
item.raw_ugthanki_meat.1859													
item.raw_wild_kebbit.29104													
item.raw_wild_pie.7206													
item.raw_yak_meat.10816													
item.reagent_pouch.29996													
item.red_banana.7572													
item.red_bead.1470													
item.red_beret.12247								Head					
item.red_boater.7319								Head					
item.red_boots.2904								Feet					
item.red_candy.24984													
item.red_cape.1007								Cape					
item.red_cavalier.12323								Head					
item.red_chinchompa.9977	55 Ranged							Weapon	Chinchompas	4			
item.red_d_hide_body.2501	40 Defence, 60 Ranged							Body					
item.red_d_hide_chaps.2495	60 Ranged							Legs					
item.red_d_hide_shield.22281	40 Defence, 60 Ranged							Shield					
item.red_d_hide_vambraces.2489	60 Ranged							Hands					
item.red_dragon_leather.2507													
item.red_dragon_mask.12522								Head					
item.red_dragonhide.1749													
item.red_dragonhide_set.12869													
item.red_dye.1763													
item.red_elegant_blouse.10424								Body					
item.red_elegant_legs.10406								Legs					
item.red_elegant_shirt.10404								Body					
item.red_elegant_skirt.10426								Legs					
item.red_feather.10088													
item.red_firelighter.7329													
item.red_flowers.2462								Weapon	Blunt	4			
item.red_gloves.2912								Hands					
item.red_goblin_mail.9054													
item.red_hat.2910								Head					
item.red_headband.2645								Head					
item.red_icon.25228													
item.red_logs.7404													
item.red_mahogany_log.4445													
item.red_naval_shirt.8954								Body					
item.red_navy_slacks.8993								Legs					
item.red_robe_bottoms.2908								Legs					
item.red_robe_top.2906								Body					
item.red_rose_seed.6454													
item.red_salamander.10147	60 Attack, 60 Ranged, 60 Magic							2H	Salamander	5			
item.red_satchel.10879								Shield					
item.red_slayer_helmet.19647	10 Defence							Head					
item.red_slayer_helmet_i.19649	10 Defence							Head					
item.red_spiders_eggs.223													
item.red_spiky_vambraces.10083	60 Ranged							Hands					
item.red_topaz.1613													
item.red_topaz_machete.6317								Weapon	Slash Sword	4			
item.red_tricorn_hat.8961								Head					
item.redberries.1951													
item.redberry_pie.2325													
item.redberry_seed.5101													
item.redeyes_bone.26592													
item.reduced_cadava_potion.22589													
item.redwood_bird_house.22204													
item.redwood_logs.19669													
item.redwood_pyre_logs.19672													
item.redwood_sapling.22859													
item.redwood_seedling.22850													
item.redwood_seedling_w.22854													
item.redwood_shield.22266	40 Defence							Shield					
item.redwood_tree_seed.22871													
item.regen_bracelet.11133								Hands					
item.reinforced_goggles.24942								Head					
item.relicym_s_balm_4.4842													
item.rellekka_teleport.11744													
item.repair_plank.7121													
item.revenant_cave_teleport.21802													
item.revenant_ether.21820													
item.reward_token.7774													
item.ribcage_piece.6165													
item.right_boot.5063													
item.right_eye_patch.1025								Head					
item.rimmington_teleport.11741													
item.ring_mould.1592													
item.ring_of_3rd_age.23185								Ring					
item.ring_of_charos.4202								Ring					
item.ring_of_charos_a.6465								Ring					
item.ring_of_coins.20017								Ring					
item.ring_of_endurance.24736	70 Agility							Ring					
item.ring_of_forging.2568								Ring					
item.ring_of_life.2570								Ring					
item.ring_of_nature.20005								Ring					
item.ring_of_pursuit.21126								Ring					
item.ring_of_recoil.2550								Ring					
item.ring_of_shadows.28327								Ring					
item.ring_of_stone.6583								Ring					
item.ring_of_suffering.19550	75 Hitpoints							Ring					
item.ring_of_suffering_i.19710	75 Hitpoints							Ring					
item.ring_of_suffering_r.20655	75 Hitpoints							Ring					
item.ring_of_suffering_ri.20657	75 Hitpoints							Ring					
item.ring_of_the_elements.26815								Ring					
item.ring_of_the_gods.12601								Ring					
item.ring_of_the_gods_i.13202								Ring					
item.ring_of_visibility.4657								Ring					
item.ring_of_wealth.2572								Ring					
item.ring_of_wealth_i.12785								Ring					
item.ring_of_wealth_scroll.12783													
item.ritual_mulch.28154													
item.riyl_remains.3400													
item.roast_beast_meat.9988													
item.roast_bird_meat.9980													
item.roast_frog.10967													
item.roast_rabbit.7223													
item.robe_bottom_of_darkness.20137	20 Defence, 40 Magic							Legs					
item.robe_bottom_of_ruin.27432								Legs					
item.robe_bottoms_of_the_eye.26854								Legs					
item.robe_bottoms_of_the_eye_blue.26874								Legs					
item.robe_bottoms_of_the_eye_green.26868								Legs					
item.robe_bottoms_of_the_eye_red.26862								Legs					
item.robe_of_elidinis.6786								Body, Legs					
item.robe_top_of_darkness.20131	20 Defence, 40 Magic							Body					
item.robe_top_of_ruin.27430								Body					
item.robe_top_of_the_eye.26852								Body					
item.robe_top_of_the_eye_blue.26872								Body					
item.robe_top_of_the_eye_green.26866								Body					
item.robe_top_of_the_eye_red.26860								Body					
item.robin_hood_hat.2581	1 Defence, 40 Ranged							Head					
item.rock_cake.2379													
item.rock_climbing_boots.2203													
item.rock_hammer.4162													
item.rock_shell_boots.6145								Feet					
item.rock_shell_chunk.6157													
item.rock_shell_gloves.6151								Hands					
item.rock_shell_helm.6128	40 Defence							Head					
item.rock_shell_legs.6130	40 Defence							Legs					
item.rock_shell_plate.6129	40 Defence							Body					
item.rock_shell_shard.6159													
item.rock_shell_splinter.6161													
item.rock_thrownhammer.21754													
item.rocking_chair.8311													
item.rod_mould.7649													
item.rod_of_ivandis_10.7639								Weapon	Staff	5			
item.roe.11324													
item.rogue_boots.5557	50 Agility, 50 Thieving							Feet					
item.rogue_gloves.5556	50 Agility, 50 Thieving							Hands					
item.rogue_mask.5554	50 Agility, 50 Thieving							Head					
item.rogue_s_revenge.12856								Head					
item.rogue_top.5553	50 Agility, 50 Thieving							Body					
item.rogue_trousers.5555	50 Agility, 50 Thieving							Legs					
item.roll.6963													
item.rolling_pin.7445								Weapon	Blunt	5			
item.rope.954													
item.rope_bell_pull.8099													
item.roqed_fish_5.20866													
item.rosemary.6014													
item.rosemary_seed.5097													
item.rotten_apple.1984													
item.rotten_barrel.11044													
item.royal_crown.12397								Head					
item.royal_frog_blouse.6186								Body					
item.royal_frog_leggings.6185								Legs					
item.royal_frog_skirt.6187								Legs					
item.royal_frog_tunic.6184								Body					
item.royal_gown_bottom.12395								Legs					
item.royal_gown_top.12393								Body					
item.royal_sceptre.12439								Weapon	Polestaff	4			
item.royal_seed_pod.19564													
item.ruby_amulet.1698								Neck					
item.ruby_amulet_u.1679													
item.ruby_bolt_tips.9191													
item.ruby_bolts.9339	46 Ranged							Ammo					
item.ruby_bolts_e.9242	46 Ranged							Ammo					
item.ruby_bracelet.11085								Hands					
item.ruby_dragon_bolts.21967	64 Ranged							Ammo					
item.ruby_dragon_bolts_e.21944	64 Ranged							Ammo					
item.ruby_harvest.10020													
item.ruby_sickle_b.24693								Weapon	Slash Sword	5			
item.ruined_herb_tea.4462													
item.ruinous_powers.28775								Shield					
item.rum.8940													
item.rune-full-helm	40 Defence							Head					
item.rune-kiteshield	40 Defence							Shield					
item.rune-platebody	40 Defence							Body					
item.rune_armour_set_lg.13024													
item.rune_armour_set_sk.13026													
item.rune_arrowtips.44													
item.rune_axe.1359	40 Attack							Weapon	Axe	5			
item.rune_battleaxe.1373	40 Attack							Weapon	Axe	6			
item.rune_boots.4131	40 Defence							Feet					
item.rune_brutal.4803	40 Ranged							Ammo					
item.rune_cane.12379	40 Attack							Weapon	Spiked	5			
item.rune_claws.3101	40 Attack							2H	Claw	4			
item.rune_crossbow.9185	61 Ranged							Weapon	Crossbow	6			
item.rune_dart.811	40 Ranged							Weapon	Thrown	3			
