card_id	examine_text	source	reference
item.slice_of_cake.1895	A plain sponge cake.	Old School RuneScape Wiki	Slice of cake; revision 15267796; canonical ID 1895
item.sliced_banana.3162	You swear you had more than three slices before.	Old School RuneScape Wiki	Sliced banana; revision 15184013; canonical ID 3162
item.sliced_mushrooms.7080	A bowl of sliced Bittercap mushrooms.	Pinned RuneLite OSRS cache	build 239; item ID 7080
item.sliced_red_banana.7574	Perfect for stuffing snakes.	Old School RuneScape Wiki	Sliced red banana; revision 15184441; canonical ID 7574
item.small_box_hedge.8205	You can plant this in your garden.	Pinned RuneLite OSRS cache	build 239; item ID 8441
item.small_enriched_bone.21547	This once fossilised bone is now bone again.	Old School RuneScape Wiki	Small enriched bone; revision 15232543; canonical ID 21547
item.small_fishing_net	Useful for catching small fish.	Old School RuneScape Wiki	Small fishing net; revision 15225115; canonical ID 303
item.small_fur_pouch.29299	A small pouch for carrying animal furs.	Old School RuneScape Wiki	Small fur pouch; revision 15241572; canonical ID 29299
item.small_key_isle_of_bones.32417	A small key dug up on the Isle of Bones.	Old School RuneScape Wiki	Small key (isle of bones); revision 15194255; canonical ID 32417
item.small_meat_pouch.29295	A small pouch for carrying raw meat.	Old School RuneScape Wiki	Small meat pouch; revision 15241570; canonical ID 29295
item.small_ninja_bonemeal.4263	A pot of crushed small ninja monkey bones.	Old School RuneScape Wiki	Small ninja bonemeal; revision 15189820; canonical ID 4263
item.small_ninja_monkey_bones.3179	These are smallish monkey bones.	Old School RuneScape Wiki	Small ninja monkey bones; revision 15270878; canonical ID 3179
item.small_pouch.5509	A small pouch used for storing essence.	Old School RuneScape Wiki	Small pouch; revision 15184095; canonical ID 5509
item.small_zombie_monkey_bonemeal.4268	A pot of crushed small zombie monkey bones.	Old School RuneScape Wiki	Small zombie monkey bonemeal; revision 15189828; canonical ID 4268
item.small_zombie_monkey_bones.3185	These are smallish monkey bones. They smell extremely nauseating.	Old School RuneScape Wiki	Small zombie monkey bones; revision 15270874; canonical ID 3185
item.smelly_kebab.33820	Now with 30% less hair!	Old School RuneScape Wiki	Smelly kebab; revision 15266499; canonical ID 33820
item.smithing_cape.9795	The cape worn by master smiths.	Old School RuneScape Wiki	Smithing cape; revision 15240193; canonical ID 9795
item.smithing_hood.9797	Smithing skillcape hood.	Old School RuneScape Wiki	Smithing hood; revision 15185884; canonical ID 9797
item.smiths_boots.27027	They feel a size too small.	Old School RuneScape Wiki	Smiths boots; revision 15190926; canonical ID 27027
item.smiths_gloves.27029	They fit suprisingly well.	Old School RuneScape Wiki	Smiths gloves; revision 15190925; canonical ID 27029
item.smiths_gloves_i.27031	They fit suprisingly well and are stuffed with a pair of ice gloves.	Old School RuneScape Wiki	Smiths gloves (i); revision 15190929; canonical ID 27031
item.smiths_trousers.27025	Is that a bit of dried blood on the waist?	Old School RuneScape Wiki	Smiths trousers; revision 15190923; canonical ID 27025
item.smiths_tunic.27023	Is that a dwarven name stitched into the collar?	Old School RuneScape Wiki	Smiths tunic; revision 15190924; canonical ID 27023
item.smoke_ancient_sceptre.25491	A very old and powerful stick, enhanced with the power of smoke magic.	Old School RuneScape Wiki	Smoke ancient sceptre; revision 15272730; family ID match 28264
item.smoke_battlestaff.11998	It gives a 10% accuracy and damage bonus for spells on the standard spellbook.	Old School RuneScape Wiki	Smoke battlestaff; revision 15223188; canonical ID 11998
item.smoke_rune.4697	A combined Air and Fire Rune.	Pinned RuneLite OSRS cache	build 239; item ID 4697
item.smouldering_gland.29587	The source of the demon's unholy protection.	Old School RuneScape Wiki	Smouldering gland; revision 15192562; canonical ID 29587
item.smouldering_heart.29583	Brimming with dark magical power.	Old School RuneScape Wiki	Smouldering heart; revision 15192563; canonical ID 29583
item.smouldering_pile_of_flesh.29585	Dangerous, yet enticing...	Old School RuneScape Wiki	Smouldering pile of flesh; revision 15192564; canonical ID 29585
item.smouldering_pot.6772	Contains slowly burning garden weeds.	Old School RuneScape Wiki	Smouldering pot; revision 15185822; canonical ID 6772
item.smouldering_stone.13233	A smouldering stone from the depths of Hell.	Old School RuneScape Wiki	Smouldering stone; revision 15186944; canonical ID 13233
item.snailfeet_s_bone.26590	An ancient goblin bone wrapped in fragments of priestly robes.	Old School RuneScape Wiki	Snailfeet's bone; revision 15190758; canonical ID 26590
item.snake_charm.4605	Makes a hissing sound.	Old School RuneScape Wiki	Snake charm; revision 15184786; canonical ID 4605
item.snake_hide.6287	Scaly but not slimy! It could be a useful material if it were tanned.	Old School RuneScape Wiki	Snake hide; revision 15184237; canonical ID 6287
item.snake_mask.29933	A rather interesting mask of a snake.	Old School RuneScape Wiki	Snake mask; revision 15173952; canonical ID 29933
item.snakeskin.6289	Nicely tanned skin from a snake.	Pinned RuneLite OSRS cache	build 239; item ID 6289
item.snakeskin_bandana.6326	Lightweight head protection.	Old School RuneScape Wiki	Snakeskin bandana; revision 15241563; canonical ID 6326
item.snakeskin_body.6322	Made from 100% real snakeskin.	Old School RuneScape Wiki	Snakeskin body; revision 15241564; canonical ID 6322
item.snakeskin_boots.6328	Made from snakes.	Old School RuneScape Wiki	Snakeskin boots; revision 15241565; canonical ID 6328
item.snakeskin_chaps.6324	Made from 100% real snake.	Old School RuneScape Wiki	Snakeskin chaps; revision 15241566; canonical ID 6324
item.snakeskin_shield.22272	A solid willow shield covered in snakeskin leather.	Old School RuneScape Wiki	Snakeskin shield; revision 15188742; canonical ID 22272
item.snakeskin_vambraces.6330	Made from 100% real snake.	Old School RuneScape Wiki	Snakeskin vambraces; revision 15241567; canonical ID 6330
item.snapdragon.3000	A powerful herb.	Pinned RuneLite OSRS cache	build 239; item ID 3000
item.snapdragon_potion_unf.3004	I need another ingredient to finish this Snapdragon potion.	Old School RuneScape Wiki	Snapdragon potion (unf); revision 15185612; canonical ID 3004
item.snapdragon_seed.5300	A snapdragon seed - plant in a herb patch.	Old School RuneScape Wiki	Snapdragon seed; revision 15231084; canonical ID 5300
item.snape_grass.231	Strange spiky grass.	Pinned RuneLite OSRS cache	build 239; item ID 231
item.snape_grass_seed.22879	A snape grass seed - plant in an allotment.	Old School RuneScape Wiki	Snape grass seed; revision 15189016; canonical ID 22879
item.snothead_s_bone.26589	An ancient goblin bone wrapped in fragments of priestly robes.	Old School RuneScape Wiki	Snothead's bone; revision 15190757; canonical ID 26589
item.snowy_knight.10016	There's a snowy knight butterfly in here.	Old School RuneScape Wiki	Snowy knight (item); revision 15203445; canonical ID 10016
item.snowy_knight_mix.29201	There's a snowy knight butterfly in here.	Old School RuneScape Wiki	Snowy knight mix (1); revision 15192471; canonical ID 29201
item.soaked_page.25578	It feels clammy, like second-hand toilet paper.	Pinned RuneLite OSRS cache	build 239; item ID 25578
item.socks_of_ruin.27436	A pair of magical-looking socks.	Old School RuneScape Wiki	Socks of ruin; revision 15191099; canonical ID 27436
item.soda_ash.1781	One of the ingredients for making glass.	Pinned RuneLite OSRS cache	build 239; item ID 1781
item.soft_clay.1761	Clay soft enough to mould.	Old School RuneScape Wiki	Soft clay; revision 15183475; canonical ID 1761
item.soft_clay_pack.12009	A pack containing 100 pieces of soft clay.	Old School RuneScape Wiki	Soft clay pack; revision 15185599; canonical ID 12009
item.soiled_page.30068	It's a bit dirty.	Pinned RuneLite OSRS cache	build 239; item ID 30068
item.soul_bearer.19634	It can carry an ensouled head away to a place of safety.	Old School RuneScape Wiki	Soul bearer; revision 15187540; canonical ID 19634
item.soul_cape.25344	A silky cape infused with the power of souls.	Old School RuneScape Wiki	Soul cape; revision 15271711; canonical ID 25344
item.soul_rune.566	Used for high level curse spells.	Pinned RuneLite OSRS cache	build 239; item ID 566
item.soulflame_horn.30759	A horn sculpted in the depths of the earth. Its violent reverbrations fan the flames of the soul.	Old School RuneScape Wiki	Soulflame horn; revision 15272430; canonical ID 30759
item.soulreaper_axe.25484	An axe that manipulates the very lifeforce of those who touch it.	Old School RuneScape Wiki	Soulreaper axe; revision 15273301; family ID match 28338
item.soulreaper_axe_o.33335	A demonic axe that manipulates the very lifeforce of those who touch it.	Old School RuneScape Wiki	Soulreaper axe (o); revision 15273151; canonical ID 33335
item.spade	A slightly muddy spade.	Old School RuneScape Wiki	Spade; revision 15183436; canonical ID 952
item.spade_handle.5327	I need to attach this to its head.	Old School RuneScape Wiki	Spade handle; revision 15186351; canonical ID 5327
item.spade_head.5328	I need to attach this to its handle.	Old School RuneScape Wiki	Spade head; revision 15186352; canonical ID 5328
item.spadeful_of_coke.6448	A spadeful of refined coal.	Old School RuneScape Wiki	Spadeful of coke; revision 15186278; canonical ID 6448
item.spatula.7439	A large spatula... of doom!	Old School RuneScape Wiki	Spatula; revision 15183232; canonical ID 7439
item.spear.20397	A large makeshift spear.	Old School RuneScape Wiki	Spear (Last Man Standing); revision 15187811; verified ID 20397
item.special_hot_sauce.26916	The bottle is hot to the touch. I should probably be wearing gloves.	Old School RuneScape Wiki	Special hot sauce; revision 15190877; canonical ID 26916
item.special_super_hot_kebab.26917	It burns my eyes just looking at it.	Old School RuneScape Wiki	Special super hot kebab; revision 15190878; canonical ID 26917
item.spectral_sigil.12823	A sigil in the shape of a spectral symbol.	Pinned RuneLite OSRS cache	build 239; item ID 12823
item.spectral_spirit_shield.12821	An ethereal shield with a spectral sigil attached to it.	Old School RuneScape Wiki	Spectral spirit shield; revision 15273992; canonical ID 12821
item.spice.2007	This could liven up an otherwise bland stew.	Pinned RuneLite OSRS cache	build 239; item ID 2007
item.spicy_crunchies.2213	Yum... smells spicy.	Old School RuneScape Wiki	Spicy crunchies; revision 15184721; canonical ID 2213
item.spicy_minced_meat.9996	A bowl of fiery minced meat.	Old School RuneScape Wiki	Spicy minced meat; revision 15187158; canonical ID 9996
item.spicy_sauce.7072	A bowl of spicy sauce.	Old School RuneScape Wiki	Spicy sauce; revision 15185176; canonical ID 7072
item.spicy_stew.7479	It's a meat and potato stew with fancy seasoning.	Old School RuneScape Wiki	Spicy stew; revision 15254650; canonical ID 7479
item.spicy_toad_s_legs.2156	They're a gnome delicacy apparently.	Old School RuneScape Wiki	Spicy toad's legs; revision 15209326; canonical ID 2156
item.spicy_tomato.9994	A bowl of chopped tomatoes with an extra kick.	Old School RuneScape Wiki	Spicy tomato; revision 15185168; canonical ID 9994
item.spicy_worm.2160	They're a gnome delicacy apparently.	Old School RuneScape Wiki	Spicy worm; revision 15209327; canonical ID 2160
item.spider_carcass.6291	Its creeping days are over!	Pinned RuneLite OSRS cache	build 239; item ID 6291
item.spider_cave_teleport.29782	Teleports you to Morytania Spider Cave.	Old School RuneScape Wiki	Spider cave teleport; revision 15192620; canonical ID 29782
item.spider_on_shaft.6295	A nicely roasted spider threaded onto an arrow shaft.	Old School RuneScape Wiki	Spider on shaft; revision 15184756; family ID match 6299
item.spider_on_stick.6293	A nicely roasted spider threaded onto a skewer stick.	Old School RuneScape Wiki	Spider on stick; revision 15184755; family ID match 6297
item.spiked_boots.3107	Climbing boots with spikes.	Old School RuneScape Wiki	Spiked boots; revision 15239316; canonical ID 3107
item.spiked_manacles.23389	Some very spikey metal bands, better make sure I don't cut myself while walking.	Old School RuneScape Wiki	Spiked manacles; revision 15273176; canonical ID 23389
item.spiky_vambraces.10077	Attack at your own risk.	Old School RuneScape Wiki	Spiky vambraces; revision 15186428; canonical ID 10077
item.spinach_roll.1969	A home made spinach thing.	Old School RuneScape Wiki	Spinach roll; revision 15183602; canonical ID 1969
item.spine.33790	A gnarly looking spine. This could do some damage.	Old School RuneScape Wiki	Spine; revision 15266436; canonical ID 33790
item.spined_armour_set.31157	A set containing a Spined helm, Spined body, Spined chaps, Spined boots and Spined gloves.	Pinned RuneLite OSRS cache	build 239; item ID 31157
item.spined_body.6133	A constant reminder that I'm above a Dagannoth in the food chain.	Old School RuneScape Wiki	Spined body; revision 15183233; canonical ID 6133
item.spined_boots.6143	Some finely crafted Fremennik boots, made from spined dagannoth hide.	Old School RuneScape Wiki	Spined boots; revision 15240629; canonical ID 6143
item.spined_chaps.6135	Stylish leg armour for rangers with a lingering smell of raw fish...	Old School RuneScape Wiki	Spined chaps; revision 15183235; canonical ID 6135
item.spined_gloves.6149	Fremennik gloves stitched together from spined dagannoth hide.	Old School RuneScape Wiki	Spined gloves; revision 15240650; canonical ID 6149
item.spined_helm.6131	A helm fit for any Fremennik ranger.	Old School RuneScape Wiki	Spined helm; revision 15184394; canonical ID 6131
item.spined_kraken_ink_sac.32835	The ink sac of a spined kraken.	Old School RuneScape Wiki	Spined kraken ink sac; revision 15239613; canonical ID 32835
item.spined_kraken_tentacle.32816	The tentacle of a spined kraken.	Old School RuneScape Wiki	Spined kraken tentacle; revision 15239612; canonical ID 32816
item.spiny_helmet.4551	You don't want to wear it inside-out.	Old School RuneScape Wiki	Spiny helmet; revision 15183236; canonical ID 4551
item.spirit_angler_boots.25598	Where's Welly?	Old School RuneScape Wiki	Spirit angler boots; revision 15190147; canonical ID 25598
item.spirit_angler_headband.25592	This will help with fishing.	Old School RuneScape Wiki	Spirit angler headband; revision 15190144; canonical ID 25592
item.spirit_angler_top.25594	This will help with fishing.	Old School RuneScape Wiki	Spirit angler top; revision 15190145; canonical ID 25594
item.spirit_angler_waders.25596	This will help with fishing.	Old School RuneScape Wiki	Spirit angler waders; revision 15190146; canonical ID 25596
item.spirit_seed.5317	Plant this in a plantpot of soil to grow a sapling.	Old School RuneScape Wiki	Spirit seed; revision 15221382; canonical ID 5317
item.spirit_seedling.5363	A spirit tree seed has been sown in this plant pot.	Old School RuneScape Wiki	Spirit seedling; revision 15187858; canonical ID 5363
item.spirit_seedling_w.5369	A spirit tree seed has been sown in this plant pot.	Old School RuneScape Wiki	Spirit seedling (w); revision 15187858; canonical ID 5369
item.spirit_shield.12829	An ethereal shield.	Old School RuneScape Wiki	Spirit shield; revision 15198101; canonical ID 12829
item.split_log.10812	Used to repair bridges.	Old School RuneScape Wiki	Split log; revision 15185402; canonical ID 10812
item.splitbark_body.3387	Provides good protection.	Old School RuneScape Wiki	Splitbark body; revision 15183820; canonical ID 3387
item.splitbark_boots.3393	Wooden foot protection.	Old School RuneScape Wiki	Splitbark boots; revision 15183237; canonical ID 3393
item.splitbark_gauntlets.3391	These should keep my hands safe.	Old School RuneScape Wiki	Splitbark gauntlets; revision 15183821; canonical ID 3391
item.splitbark_helm.3385	A wooden helmet.	Old School RuneScape Wiki	Splitbark helm; revision 15183819; canonical ID 3385
item.splitbark_legs.3389	These should protect my legs.	Old School RuneScape Wiki	Splitbark legs; revision 15183238; canonical ID 3389
item.spork.7437	Use the spork.	Old School RuneScape Wiki	Spork; revision 15184140; canonical ID 7437
item.spotted_cape.10069	A surprisingly aerodynamic cape.	Old School RuneScape Wiki	Spotted cape; revision 15183239; canonical ID 10069
item.spotted_kebbit_fur.10125	Maybe this is why people think furry dice make you go faster.	Pinned RuneLite OSRS cache	build 239; item ID 10125
item.spottier_cape.10071	A really surprisingly aerodynamic cape.	Old School RuneScape Wiki	Spottier cape; revision 15183240; canonical ID 10071
item.spring_sq_irkjuice.10848	Made from 4 spring sq'irks.	Old School RuneScape Wiki	Spring sq'irkjuice; revision 15185307; canonical ID 10848
item.square_sandwich.6965	A freshly made square sandwich.	Old School RuneScape Wiki	Square sandwich; revision 15186656; canonical ID 6965
item.squid_beak.31572	The beak of a squid.	Pinned RuneLite OSRS cache	build 239; item ID 31572
item.squid_paste.31569	A paste made by crushing squid.	Pinned RuneLite OSRS cache	build 239; item ID 31569
item.staff	It's a slightly magical stick.	Old School RuneScape Wiki	Staff; revision 15272391; canonical ID 1379
item.staff_of_air	A Magical staff.	Old School RuneScape Wiki	Staff of air; revision 15183243; canonical ID 1381
item.staff_of_balance.24144	A ghastly weapon with evil origins combined with an icon of balance.	Old School RuneScape Wiki	Staff of balance; revision 15189529; canonical ID 24144
item.staff_of_bob_the_cat.23363	A staff styled after the elusive cat.	Old School RuneScape Wiki	Staff of bob the cat; revision 15189184; canonical ID 23363
item.staff_of_earth.1385	A Magical staff.	Old School RuneScape Wiki	Staff of earth; revision 15183241; canonical ID 1385
item.staff_of_fire	A Magical staff.	Old School RuneScape Wiki	Staff of fire; revision 15274561; canonical ID 1387
item.staff_of_light.22296	A ghastly weapon with evil origins combined with a holy light.	Old School RuneScape Wiki	Staff of light; revision 15188749; canonical ID 22296
item.staff_of_the_dead.11791	A ghastly weapon with evil origins.	Old School RuneScape Wiki	Staff of the dead; revision 15184567; canonical ID 11791
item.staff_of_water.1383	A Magical staff.	Old School RuneScape Wiki	Staff of water; revision 15183244; canonical ID 1383
item.stale_baguette.20590	Baguette ready for pain.	Old School RuneScape Wiki	Stale baguette; revision 15187853; canonical ID 20590
item.stamina_mix.12635	One dose of fishy stamina potion.	Old School RuneScape Wiki	Stamina mix(1); revision 15186214; canonical ID 12635
item.stamina_potion.12631	1 dose of stamina potion.	Old School RuneScape Wiki	Stamina potion(1); revision 15259339; canonical ID 12631
item.star_face.22713	Say hello to my little star.	Old School RuneScape Wiki	Star-face; revision 15189058; canonical ID 22713
item.statius_s_full_helm.22625	A powerful helmet.	Old School RuneScape Wiki	Statius's full helm (Deadman Mode); revision 15188954; verified ID 22625
item.statius_s_full_helm_bh.27833	A powerful helmet.	Old School RuneScape Wiki	Statius's full helm (bh); revision 15191345; canonical ID 27833
item.statius_s_platebody.22628	A powerful platebody.	Old School RuneScape Wiki	Statius's platebody (Deadman Mode); revision 15188955; verified ID 22628
item.statius_s_platebody_bh.27834	A powerful platebody.	Old School RuneScape Wiki	Statius's platebody (bh); revision 15191346; canonical ID 27834
item.statius_s_platelegs.22631	A powerful pair of platelegs.	Old School RuneScape Wiki	Statius's platelegs (Deadman Mode); revision 15188956; verified ID 22631
item.statius_s_platelegs_bh.27835	A powerful pair of platelegs.	Old School RuneScape Wiki	Statius's platelegs (bh); revision 15191347; canonical ID 27835
item.statius_s_warhammer.22622	A powerful warhammer.	Old School RuneScape Wiki	Statius's warhammer (Deadman Mode); revision 15231401; verified ID 22622
item.statius_s_warhammer_bh.27908	A powerful warhammer.	Old School RuneScape Wiki	Statius's warhammer (bh); revision 15191348; canonical ID 27908
item.steak_sandwich.25631	Perfect combination of beef and bread.	Old School RuneScape Wiki	Steak sandwich; revision 15190178; canonical ID 25631
item.steam_battlestaff.11787	It's a slightly magical stick.	Old School RuneScape Wiki	Steam battlestaff; revision 15184505; canonical ID 11787
item.steam_rune.4694	A combined Water and Fire Rune.	Pinned RuneLite OSRS cache	build 239; item ID 4694
item.steam_staff_upgrade_kit.12798	Makes a steam battlestaff or mystic steam staff more beautiful.	Pinned RuneLite OSRS cache	build 239; item ID 12798
item.steamforge_brew.29412	A dwarven delight from Cam Torum.	Old School RuneScape Wiki	Steamforge brew; revision 15192436; canonical ID 29412
item.steel-2h-sword	A two handed sword.	Old School RuneScape Wiki	Steel 2h sword; revision 15182874; canonical ID 1311
item.steel-arrow	Arrows with steel heads.	Old School RuneScape Wiki	Steel arrow; revision 15182875; canonical ID 886
item.steel-bar	It's a bar of steel.	Old School RuneScape Wiki	Steel bar; revision 15260336; canonical ID 2353
item.steel-chainbody	A series of connected metal rings.	Old School RuneScape Wiki	Steel chainbody; revision 15182585; canonical ID 1105
item.steel-crossbow	A steel crossbow.	Old School RuneScape Wiki	Steel crossbow; revision 15182580; canonical ID 9179
item.steel-dagger	Short but pointy.	Old School RuneScape Wiki	Steel dagger; revision 15182877; canonical ID 1207
item.steel-full-helm	A full face helmet.	Old School RuneScape Wiki	Steel full helm; revision 15182584; canonical ID 1157
item.steel-kiteshield	A large metal shield.	Old School RuneScape Wiki	Steel kiteshield; revision 15182879; canonical ID 1193
item.steel-longsword	A razor sharp longsword.	Old School RuneScape Wiki	Steel longsword; revision 15182594; canonical ID 1295
item.steel-mace	A spiky mace.	Old School RuneScape Wiki	Steel mace; revision 15182572; canonical ID 1424
item.steel-platebody	Provides excellent protection.	Old School RuneScape Wiki	Steel platebody; revision 15182880; canonical ID 1119
item.steel-platelegs	These look pretty heavy.	Old School RuneScape Wiki	Steel platelegs; revision 15182598; canonical ID 1069
item.steel-sq-shield	A medium square shield.	Old School RuneScape Wiki	Steel sq shield; revision 15182587; canonical ID 1177
item.steel_arrowtips.41	I can make some arrows with these.	Old School RuneScape Wiki	Steel arrowtips; revision 15184070; canonical ID 41
item.steel_axe.1353	A woodcutter's axe.	Old School RuneScape Wiki	Steel axe; revision 15182616; canonical ID 1353
item.steel_battleaxe.1365	A vicious looking axe.	Old School RuneScape Wiki	Steel battleaxe; revision 15182575; canonical ID 1365
item.steel_bolts.9141	Steel crossbow bolts.	Old School RuneScape Wiki	Steel bolts; revision 15182601; canonical ID 9141
item.steel_bolts_unf.9378	Unfeathered steel crossbow bolts.	Pinned RuneLite OSRS cache	build 239; item ID 9378
item.steel_boots.4123	These will protect my feet.	Old School RuneScape Wiki	Steel boots; revision 15182583; canonical ID 4123
item.steel_brutal.4783	Blunt steel arrow... ouch.	Old School RuneScape Wiki	Steel brutal; revision 15182592; canonical ID 4783
item.steel_cannonball.2	Ammo suited for a boat's cannon or for a dwarf multicannon.	Pinned RuneLite OSRS cache	build 239; item ID 2
item.steel_chainshot_cannonball.31922	Ammo suited for a boat's cannon.	Pinned RuneLite OSRS cache	build 239; item ID 31922
item.steel_claws.3097	A set of fighting claws.	Old School RuneScape Wiki	Steel claws; revision 15182876; canonical ID 3097
item.steel_coffin.25461	Can store up to 8 shade remains.	Old School RuneScape Wiki	Steel coffin; revision 15190016; canonical ID 25461
item.steel_crossbow_u.9459	An unstrung steel crossbow.	Pinned RuneLite OSRS cache	build 239; item ID 9459
item.steel_dart.808	A deadly throwing dart with a steel tip.	Old School RuneScape Wiki	Steel dart; revision 15182591; canonical ID 808
item.steel_dart_tip.821	A deadly-looking dart tip made of steel - needs feathers for flight.	Pinned RuneLite OSRS cache	build 239; item ID 821
item.steel_defender.8846	A defensive weapon.	Old School RuneScape Wiki	Steel defender; revision 15260281; canonical ID 8846
item.steel_dragon_mask.12367	Do I look scary?	Old School RuneScape Wiki	Steel dragon mask; revision 15186027; canonical ID 12367
item.steel_felling_axe.28202	A woodcutter's felling axe.	Old School RuneScape Wiki	Steel felling axe; revision 15191388; canonical ID 28202
item.steel_fire_arrow.2534	Arrows with steel heads wrapped in oily cloth.	Old School RuneScape Wiki	Steel fire arrow; revision 15185868; canonical ID 2534
item.steel_gauntlets.778	My reward for assisting the Fitzharmon family.	Old School RuneScape Wiki	Steel gauntlets; revision 15183872; canonical ID 778
item.steel_gloves.7456	A pair of gloves.	Old School RuneScape Wiki	Steel gloves; revision 15213294; canonical ID 7456
item.steel_gold_trimmed_set_lg.20382	A set containing a full helm, platebody, legs and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 20382
item.steel_gold_trimmed_set_sk.20385	A set containing a full helm, platebody, skirt and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 20385
item.steel_halberd.3194	A steel halberd.	Old School RuneScape Wiki	Steel halberd; revision 15182878; canonical ID 3194
item.steel_hasta.11371	A steel-tipped, one-handed hasta.	Old School RuneScape Wiki	Steel hasta; revision 15182593; canonical ID 11371
item.steel_heraldic_helm.8682	The colours represent the symbol of Arrav.	Old School RuneScape Wiki	Steel heraldic helm (Arrav); revision 15187620; verified ID 8682
item.steel_incendiary_cannonball.31936	Ammo suited for a boat's cannon.	Pinned RuneLite OSRS cache	build 239; item ID 31936
item.steel_javelin.827	A steel tipped javelin.	Old School RuneScape Wiki	Steel javelin; revision 15182590; canonical ID 827
item.steel_javelin_tips.19574	Needs a shaft.	Pinned RuneLite OSRS cache	build 239; item ID 19574
item.steel_keel_parts.32005	Parts for creating a steel keel for a boat.	Pinned RuneLite OSRS cache	build 239; item ID 32005
item.steel_knife.865	A finely balanced throwing knife.	Old School RuneScape Wiki	Steel knife; revision 15182597; canonical ID 865
item.steel_limbs.9425	A pair of steel crossbow limbs.	Pinned RuneLite OSRS cache	build 239; item ID 9425
item.steel_locks.25445	Perhaps someone can do something with this.	Pinned RuneLite OSRS cache	build 239; item ID 25445
item.steel_med_helm.1141	A medium sized helmet.	Old School RuneScape Wiki	Steel med helm; revision 15184020; canonical ID 1141
item.steel_nails.1539	Keeps things in place fairly permanently.	Old School RuneScape Wiki	Steel nails; revision 15218378; canonical ID 1539
item.steel_pickaxe.1269	Used for mining.	Old School RuneScape Wiki	Steel pickaxe; revision 15182578; canonical ID 1269
item.steel_plateskirt.1083	Designer leg protection.	Old School RuneScape Wiki	Steel plateskirt; revision 15182881; canonical ID 1083
item.steel_ring.30895	A very old enchanted ring.	Old School RuneScape Wiki	Steel ring; revision 15192292; canonical ID 30895
item.steel_scimitar	A vicious, curved sword.	Old School RuneScape Wiki	Steel scimitar; revision 15182882; canonical ID 1325
item.steel_set_lg.12984	A set containing a full helm, platebody, legs and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 12984
item.steel_set_sk.12986	A set containing a full helm, platebody, skirt and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 12986
item.steel_spear.1241	A steel tipped spear.	Old School RuneScape Wiki	Steel spear; revision 15182586; canonical ID 1241
item.steel_staff_of_collection.30601	A staff of collection, steel tier.	Old School RuneScape Wiki	Steel staff of collection; revision 15094734; canonical ID 30601
item.steel_studs.2370	A set of studs for leather armour.	Pinned RuneLite OSRS cache	build 239; item ID 2370
item.steel_sword	A razor sharp sword.	Old School RuneScape Wiki	Steel sword; revision 15182573; canonical ID 1281
item.steel_thrownaxe.802	A finely balanced throwing axe.	Old School RuneScape Wiki	Steel thrownaxe; revision 15182588; canonical ID 802
item.steel_trimmed_set_lg.20376	A set containing a full helm, platebody, legs and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 20376
item.steel_trimmed_set_sk.20379	A set containing a full helm, platebody, skirt and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 20379
item.steel_warhammer.1339	I don't think it's intended for joinery.	Old School RuneScape Wiki	Steel warhammer; revision 15274466; canonical ID 1339
item.stew.2003	It's a meat and potato stew.	Old School RuneScape Wiki	Stew; revision 15252770; canonical ID 2003
item.stick.4179	For playing fetch with.	Old School RuneScape Wiki	Stick (item); revision 15186495; verified ID 4179
item.stockpiling_charm.30679	A magical, helpful charm.	Pinned RuneLite OSRS cache	build 239; item ID 30679
item.stone_scarab.9030	Little ornament in the shape of a scarab.	Pinned RuneLite OSRS cache	build 239; item ID 9030
item.stone_seal.9042	A seal. Made out of stone obviously.	Pinned RuneLite OSRS cache	build 239; item ID 9042
item.stone_statuette.9038	A small statuette.	Pinned RuneLite OSRS cache	build 239; item ID 9038
item.stony_basalt.22601	The crushed rock seems to glow and is warm to the touch.	Pinned RuneLite OSRS cache	build 239; item ID 22601
item.storm_cruiser_s_coat.31738	The coat of a captain who loved to sail even the most stormy of seas.	Old School RuneScape Wiki	Storm cruiser's coat; revision 15234658; canonical ID 31738
item.storm_cruiser_s_hat.31736	The hat of a captain who loved to sail even the most stormy of seas.	Old School RuneScape Wiki	Storm cruiser's hat; revision 15194041; canonical ID 31736
item.storm_cruiser_s_shoes.31742	The shoes of a captain who loved to sail even the most stormy of seas.	Old School RuneScape Wiki	Storm cruiser's shoes; revision 15194262; canonical ID 31742
item.storm_cruiser_s_trousers.31740	The trousers of a captain who loved to sail even the most stormy of seas.	Old School RuneScape Wiki	Storm cruiser's trousers; revision 15194043; canonical ID 31740
item.strange_fruit.464	I wonder what this tastes like?	Old School RuneScape Wiki	Strange fruit; revision 15216991; canonical ID 464
item.strange_old_lockpick_full.24740	A pristine set of lockpicks engraved with six names.	Pinned RuneLite OSRS cache	build 239; item ID 24740
item.strange_potion.4836	Some strange liquid given to you by Zavistic Rarve.	Old School RuneScape Wiki	Strange potion; revision 15185281; canonical ID 4836
